code,latin_name,code_two,type,ever_dec,lat,long,age,dbh,canopy_pos,chl,lma,ldcm,A,Dark_resp,E,g,comments
FSA,Fagus sylvatica atropurpurea,Naturalised,Naturalised,Deciduous,55.9647,-3.208967,66,111.5,L,37.6,44.2207,0.4255,11.17,0.74,6.54,94.87,
FSA,Fagus sylvatica atropurpurea,Naturalised,Naturalised,Deciduous,55.9647,-3.208967,66,111.5,L,37.3,42.4569,0.4136,9.43,0.45,5.81,66.61,
MP,Malus pumila,Naturalised,Naturalised,Deciduous,55.963383,-3.209200,117,22,U,36.4,81.8349,0.4195,7.44,-1.37,8.76,60.53,
MP,Malus pumila,Naturalised,Naturalised,Deciduous,55.963383,-3.209200,117,22,U,33.2,74.5858,0.3473,8.55,-1.42,7.21,58.22,
MP,Malus pumila,Naturalised,Naturalised,Deciduous,55.963383,-3.209200,117,22,U,36.1,76.8262,0.3616,7.62,-1.07,6.51,76.96,
MP,Malus pumila,Naturalised,Naturalised,Deciduous,55.963383,-3.209200,117,22,L,36.3,47.7370,0.3978,14.72,-0.50,5.27,55.47,
MP,Malus pumila,Naturalised,Naturalised,Deciduous,55.963383,-3.209200,117,22,L,39.2,56.3919,0.4294,12.87,-0.45,4.67,57.77,
MP,Malus pumila,Naturalised,Naturalised,Deciduous,55.963383,-3.209200,117,22,L,37.3,45.4237,0.4057,11.02,-0.11,5.81,89.55,
PCB,Pyrus communis ‘Beth’,Naturalised,Naturalised,Deciduous,55.966583,-3.211867,12,6.5,U,33.7,73.9094,0.3679,14.82,0.32,4.24,62.29,
PCB,Pyrus communis ‘Beth’,Naturalised,Naturalised,Deciduous,55.966583,-3.211867,12,6.5,U,32.2,75.3050,0.4526,11.04,0.19,5.77,57.55,
PCB,Pyrus communis ‘Beth’,Naturalised,Naturalised,Deciduous,55.966583,-3.211867,12,6.5,U,31.6,80.4392,0.3613,13.32,0.33,5.34,89.05,
PCB,Pyrus communis ‘Beth’,Naturalised,Naturalised,Deciduous,55.966583,-3.211867,12,6.5,L,46.1,96.3956,0.4436,14.84,-0.93,6.88,59.72,
PCB,Pyrus communis ‘Beth’,Naturalised,Naturalised,Deciduous,55.966583,-3.211867,12,6.5,L,44.7,98.3193,0.3633,12.37,-1.17,5.04,77.68,
PCB,Pyrus communis ‘Beth’,Naturalised,Naturalised,Deciduous,55.966583,-3.211867,12,6.5,L,47.8,102.7574,0.4446,11.34,-1.09,5.82,56.23,
PCD,Prunus cerasifera ‘Diversifolia’,Naturalised,Naturalised,Deciduous,55.96285,-3.211533,79,17.5,U,40.6,74.0016,0.3719,7.20,0.48,5.97,68.83,
PCD,Prunus cerasifera ‘Diversifolia’,Naturalised,Naturalised,Deciduous,55.96285,-3.211533,79,17.5,U,51.8,83.8397,0.3985,6.92,0.08,6.90,82.35,
PCD,Prunus cerasifera ‘Diversifolia’,Naturalised,Naturalised,Deciduous,55.96285,-3.211533,79,17.5,U,47.8,85.4853,0.4560,7.92,0.28,6.94,85.30,
PCD,Prunus cerasifera ‘Diversifolia’,Naturalised,Naturalised,Deciduous,55.96285,-3.211533,79,17.5,L,45.5,62.6399,0.3526,6.99,-1.12,4.23,73.11,
PCD,Prunus cerasifera ‘Diversifolia’,Naturalised,Naturalised,Deciduous,55.96285,-3.211533,79,17.5,L,51.8,58.3378,0.3897,8.18,-0.42,5.87,74.27,
PCD,Prunus cerasifera ‘Diversifolia’,Naturalised,Naturalised,Deciduous,55.96285,-3.211533,79,17.5,L,48.7,52.3491,0.2803,7.43,-0.07,4.50,83.06,
PCM,Prunus creases ‘Morello’,Naturalised,Naturalised,Deciduous,55.966467,-3.211717,11,3.5,U,42.6,96.3956,0.3784,7.58,-1.14,8.60,63.41,
PCM,Prunus creases ‘Morello’,Naturalised,Naturalised,Deciduous,55.966467,-3.211717,11,3.5,U,42.5,89.1229,0.4012,8.06,-1.41,4.78,58.39,
PCM,Prunus creases ‘Morello’,Naturalised,Naturalised,Deciduous,55.966467,-3.211717,11,3.5,U,41.3,100.2111,0.3802,8.01,-1.29,7.02,91.16,
PCM,Prunus creases ‘Morello’,Naturalised,Naturalised,Deciduous,55.966467,-3.211717,11,3.5,L,47.7,79.7153,0.3541,8.25,-1.39,4.57,72.87,
PCM,Prunus creases ‘Morello’,Naturalised,Naturalised,Deciduous,55.966467,-3.211717,11,3.5,L,45.3,82.3871,0.4208,9.38,-1.42,3.73,93.02,
PCM,Prunus creases ‘Morello’,Naturalised,Naturalised,Deciduous,55.966467,-3.211717,11,3.5,L,47.4,91.6578,0.3504,8.45,-1.44,3.85,73.66,
QRR,Quercus rubra,Naturalised,Naturalised,Deciduous,55.965767,-3.211333,54,77,U,43.9,55.5703,0.4660,12.85,0.90,7.84,60.37,
QRR,Quercus rubra,Naturalised,Naturalised,Deciduous,55.965767,-3.211333,54,77,U,45.4,60.8201,0.2973,11.07,0.34,5.41,79.21,
QRR,Quercus rubra,Naturalised,Naturalised,Deciduous,55.965767,-3.211333,54,77,U,44.6,53.1132,0.3716,9.69,0.45,8.42,71.46,
QRR,Quercus rubra,Naturalised,Naturalised,Deciduous,55.965767,-3.211333,54,77,L,42.2,42.2076,0.4631,10.65,-0.80,4.96,54.32,
QRR,Quercus rubra,Naturalised,Naturalised,Deciduous,55.965767,-3.211333,54,77,L,42.9,51.4454,0.5208,12.23,-0.35,4.39,71.39,
QRR,Quercus rubra,Naturalised,Naturalised,Deciduous,55.965767,-3.211333,54,77,L,41.4,45.1345,0.4908,9.82,0.06,5.56,72.75,
